row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm
245,2019,3,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,17,95069
62,2021,1,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,12,120757
346,2020,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,30,87233
28,2021,7,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,11,144461
68,2020,3,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,11,79321
167,2019,5,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,30,144039
27,2019,5,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,24,118620
210,2020,3,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,12,109583
201,2019,5,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,54,122682
48,2020,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,56,134398
42,2021,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,44,140241
611,2019,11,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,11,26897
180,2021,3,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,12,114187
270,2019,4,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,103,106437
229,2020,12,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,13,92612
279,2019,4,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,59,142739
191,2021,6,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,16,144959
429,2021,2,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,21,150536
409,2019,10,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,211,118802
131,2020,8,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,15,63375
566,2019,8,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,33,134686
73,2020,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,81,118436
416,2021,5,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,12,140890
244,2019,11,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,113708
369,2021,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,106796
283,2019,11,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,13,75904
169,2019,5,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,238,151905
323,2019,1,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,32,119908
553,2020,11,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,23,61584
23,2020,8,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,13,148944
474,2021,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,17,162379
507,2020,2,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,11,131302
65,2019,9,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,117,105099
442,2021,8,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,29,228994
288,2019,10,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,80,106325
558,2019,11,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,82,187324
465,2021,7,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,35,183063
254,2020,12,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,35,110142
605,2019,11,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,694,174503
296,2019,6,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,96,103403
84,2020,8,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,15,61613
483,2019,11,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,14,66752
525,2019,10,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,210,115408
143,2020,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,11,78161
24,2021,5,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,63,206787
390,2020,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,14,95144
236,2021,6,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,45,126225
164,2021,1,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,52,139337
567,2019,4,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,11,95031
189,2020,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,14,124472
313,2019,5,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,44,128193
221,2021,4,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,12,133347
240,2020,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,22,155677
367,2019,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,14,199568
104,2019,8,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,50,171729
107,2019,9,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,19,147633
552,2019,11,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,114,116899
148,2021,7,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,18,162376
271,2021,6,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,93,110755
337,2021,5,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,17,266460
53,2020,12,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,14,93311
399,2019,2,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,62,145925
383,2019,6,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,336,165969
569,2021,6,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,16,103071
612,2019,11,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,11,42404
600,2019,1,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,11,90739
234,2021,7,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,26,203249
182,2019,1,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,12,99670
580,2021,7,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,14,92045
486,2019,2,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,35,111889
554,2019,3,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,20,143222
96,2019,11,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,23,103333
116,2019,11,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,110,130111
353,2020,12,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,15,66195
309,2019,11,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,36,95931
418,2019,11,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,90,175422
540,2019,10,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,11,150505
59,2019,9,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,96,133543
407,2020,3,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,11,114461
535,2019,2,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,14,63616
522,2021,5,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,25,163459
504,2021,6,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,22,121322
249,2021,1,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,15,128151
269,2019,4,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,54,85179
431,2019,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,19,140531
200,2019,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,29,168492
115,2020,8,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,12,112034
206,2021,5,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,15,198404
362,2020,11,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,14,92499
377,2021,5,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,13,129151
168,2020,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,46,127322
482,2019,10,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,22,48218
524,2019,3,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,34,125224
314,2019,1,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,67,144955
82,2020,12,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,30,122267
493,2019,10,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,94,84497
293,2019,10,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,14,17355
335,2021,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,14,163187
453,2021,5,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,38,143186
172,2021,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,89,212398
43,2019,6,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,243,154581
32,2020,12,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,30,89776
351,2019,6,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,294,137267
138,2021,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,49,188963
457,2019,7,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,31,119429
455,2020,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,18,133862
604,2020,5,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,11,94313
50,2019,11,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,16,87743
568,2020,12,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,11,78629
133,2019,11,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,155,115731
613,2019,11,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,25,18926
19,2020,12,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,14,77430
11,2021,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,18,257698
64,2019,9,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,109,141585
61,2020,8,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,41,62836
17,2019,1,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,16,123524
511,2019,10,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,315,137384
510,2019,10,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,245,161310
54,2020,8,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,36,86592
146,2019,3,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,124,177809
432,2020,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,20,89607
25,2021,3,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,20,123961
315,2019,4,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,18,52041
614,2019,11,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,15,18350
242,2020,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,12,228919
66,2021,4,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,16,203144
593,2019,4,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,28,85285
398,2019,12,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,11,131497
57,2019,4,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,15,109737
